resume_text,job_description,matched_score
"['Communication Skills', 'High efficiency', 'High attention to Details', 'ERP/Accounting systems Proficiency', 'Advanced utilization Microsoft Office Suite', 'Excel'] Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration ['2010', '2009']","AI Engineer Python
R or Java
TensorFlow
PyTorch
Scikit-learn. Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",0.65
"['Account Reconciliation', 'Accounting', 'Accounts Payable', 'Accounts Receivable', 'AR', 'Billing', 'Budget', 'Cash Handling', 'Closing', 'Coaching', 'Communication Skills', 'Contracts', 'Credit', 'Customer Service', 'Financial', 'Forms', 'General Ledger', 'General Ledger Accounts', 'Grants', 'Groupwise', 'Instructing', 'Mentoring', 'Merchandising', 'Microsoft Office', 'Outlook', 'Organizational Skills', 'Packaging', 'Policies', 'Pricing', 'Public Speaking', 'Purchasing', 'Receiving', 'Reconciling', 'Research', 'Spreadsheets', 'Team Player', 'Time Management', 'Year-End'] Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting ['2003', '2013', '2015']","Full Stack Developer (Python,React js)  Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",0.6
"['Data Science', 'Data Analysis', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Statistical Modeling', 'Predictive Modeling', 'Bootstrap', 'MySQL', 'JDBC', 'HTML', 'PHP', 'CSS', 'C++'] Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits ['2018', '2020']","Civil Engineer AutoCAD
ETABS
Microsoft Office Suite
MS Project Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",0.05
"['Data Analyst', 'Data Analytics', 'Data Analysis', 'Time Series Analysis', 'Business Analytics', 'Predictive Modeling', 'Regression Analysis', 'Image Processing', 'Data Visualization', 'Linear Regression', 'Statistical Analysis', 'Requirement Analysis', 'SQL', 'Tableau', 'Python'] Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support ['2019']","Executive/ Sr. Executive -IT  Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",0.716666667
"['Machine Learning', 'Text Analytics', 'Software Development', 'Data Analysis', 'Python', 'Java', 'JavaScript', 'Matplotlib'] Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO ['2020']","Marketing Officer Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO) Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",0.6
"['C', 'C++', 'Python', 'JAVA', 'HTML', 'CSS', 'JavaScript', 'Data Structures', 'SQL', 'PyCharm', 'Jupyter Notebook', 'Google Colab', 'Code Blocks', 'MATLAB', 'Turbo C++', 'MS Office', 'Scikit-Learn', 'TensorFlow', 'OpenCV', 'NumPy', 'Pytesseract', 'Keras'] iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality ['2023', '2019', '2017']","Senior iOS Engineer iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",0.716666667
"['Testing', 'Troubleshooting', 'Embedded Hardware & Software', 'Microprocessors', 'Computer systems', 'Hardware & Software design', 'Digital signal processing', 'Analog and Digital Filter design', 'Reading Circuit Schematics', 'Circuit Design and Analysis', 'Digital logic', 'Soldering', 'Project management', 'Electronics', 'Low and High voltage devices', 'Low voltage power consumption', 'Power Systems Analysis', 'Active Noise Cancelling (ANC)', 'Research and Development', 'Solar PV systems Design', 'NationalElectric Code (NEC)', 'Engineering Ethics', 'Failure Analysis', 'Logistics', 'Oscilloscope', 'Logic analyzer', 'Multimeters', 'MS Visual Studio', 'MS Office', 'MAC OS', 'Matlab', 'Simulink', 'Mathcad', 'Verilog', 'Orcad', 'PSPICE', 'SolidWorks', 'AutoCAD', 'Inventor', 'PowerWorld', 'ETAP', 'HelioScope', 'C++', 'C#', 'C languages'] Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution ['August 2015', 'April 2014']","System Administrator (Operation & Maintenance of Server, Storage & Service Desk System) Cisco
Linux
Operation & Maintenance of Server Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",0.826666667
"['Microsoft Office Suite', 'VideoScribe Software', 'PeopleSoft Finance Applications', 'Accounting', 'billing', 'Change Management', 'contracts', 'Client Relations', 'Database', 'delivery', 'Eclipse', 'Finance', 'financial reporting', 'financial statements', 'Front Office', 'hiring', 'instructor', 'Instructional Design', 'Leadership training', 'logistics', 'managing', 'needs analysis', 'payables', 'PeopleSoft HRMS', 'PeopleSoft', 'personnel', 'Program Management', 'Project Management', 'project plans', 'Teaching', 'training materials', 'training design and development', 'training material', 'training programs', 'upgrade', 'view'] Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




 ['2003', '1993', '1983']","Site Engineer AutoCAD
Communication and negotiation skills
Internet
MS Office Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",0.716666667
"['Business Analytics', 'Data Analysis', 'Machine Learning', 'SQL', 'Firebase', 'AWS', 'GCP', 'Cloud Infrastructure', 'Python', 'Text Mining', 'Database Management and Processing', 'Time Series Analysis', 'Research Analysis'] Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




 ['2019']","Senior Software Engineer  Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",0.45
"['Python', 'MySQL', 'Natural Language Processing', 'Machine Learning', 'Neural Networks', 'Flask', 'Docker', 'GIT', 'BERT', 'LSTM', 'RNN', 'Deep Learning', 'AWS', 'Tensorflow', 'Keras', 'PyTorch', 'Numpy', 'Pandas', 'Glove', 'Lucene', 'Linux', 'Devops', 'Spacy', 'GPU', 'Data Science'] Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis ['2019']","Machine Learning (ML) Engineer  Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",0.85
"['Business Analyst', 'Data Analysis', 'Machine Learning', 'Python', 'C++', 'DotNet', 'Java', 'PyTorch'] Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution ['2019']","HR Officer Human Resource Management Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",0.45
"['ASP.NET 4.5', 'academic', 'Clustering', 'consulting', 'curriculum development', 'customer satisfaction', 'data analysis', 'data mining', 'data warehouse', 'Databases', 'database', 'database design', 'database management', 'data warehousing', 'environmental protection', 'Environmental Science', 'GIS', 'HTML', 'instructor', 'Lecturer', 'legal', 'machine learning', 'managing', 'materials', 'meetings', 'C#', 'Microsoft SQL', 'modeling', 'Natural', 'Oracle', 'process development and engineering', 'processes', 'progress', 'Python', 'quality', 'researching', 'research', 'SAS', 'shipping', 'SPSS', 'SQL', 'Statistics', 'Tableau', 'teaching', 'technical support', 'workshops'] Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting ['2017', '2010', '2004']","Database Administrator (DBA) ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",0.936666667
"['Software Engineer/Developer', 'Software Development', 'Project Management', 'Machine Learning', 'Computer Vision', 'OpenCV', 'Python', 'C++', 'Ruby', 'Learning Algorithm'] Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis ['2017', '2019']","Machine Learning (ML) Engineer  Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",0.85
"['Data Analysis', 'Data Visualization', 'Data Structures', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Statistical Modeling', 'Predictive Modeling', 'Algorithms', 'Python', 'Hive', 'SQL', 'Java', 'Tableau', 'Big Data', 'Hadoop', 'C++', 'ANN'] Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution ['2019']","Manager- Human Resource Management (HRM)
 HRM Report
Human Resource Management
NGO Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution",0.45
"['Python', 'Java', 'Visual Basic', 'Windows', 'Linux', 'HTML', 'CSS', 'Javascript', 'PHP', 'SQL', 'NodeJS', 'App development (Android and iOS)', 'User centered design', 'Algorithms and data structures', 'Basic processor design', 'Electronic circuit analysis'] Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge ['2020', '2016']","Network Support Engineer CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",0.793333333
"['Python', 'Machine Learning', 'MySQL', 'Data Mining', 'Deep Learning', 'Data Analysis', 'Computer Vision', 'Flask API', 'Predictive Modeling', 'AWS', 'Scikit-Learn', 'Numpy', 'Statistical Analysis', 'Multivariate Analysis', 'Decision Trees', 'Random Forest', 'Xgboost', 'NLP'] Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting ['2019']","Database Administrator (DBA) ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",0.826666667
"['account reconciliations', 'accounting', 'accounts payable', 'Accounts Receivable', 'AP', 'Balance sheet', 'Bank Reconciliation', 'Banking', 'Billing', 'book', 'Com', 'Client', 'edit', 'Finance', 'Financials', 'financial reports', 'Preparing financial reports', 'focus', 'functional', 'General Ledger', 'GL', 'Inventory control', 'process invoices', 'Invoice Processing', 'invoicing', 'MBA', 'mail', 'office', 'Developer', 'profit and loss statement', 'coding', 'reporting', 'researching', 'SAP FI', 'SAP'] Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution ['N/A', 'N/A', 'N/A']","Manager- Human Resource Management (HRM)
 HRM Report
Human Resource Management
NGO Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution",0.85
"['Client engagement', 'Communication', 'Analytical and business acumen', 'Demand creation pursuits', 'Federal Government experience', 'IT support services', 'Data storage', 'Interoperability', 'Advanced data analytics'] Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution ['1983', '1990', '2011']","Manager- Human Resource Management (HRM)
 HRM Report
Human Resource Management
NGO Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution",0.816666
"['Troubleshooting and problem solving', 'Exceptional telephone etiquette', 'Professional demeanor', 'Self-starter', 'Time management ability', 'Ability to prioritize', 'Deadline-oriented', 'Employee training and development', 'Sales Software: Salesforce.com, Paperless Proposals', 'Learning Management: Saba LMS, Success Factors LMS, Webex, Pedague Testing System', 'Administrative: Microsoft Office Suite, Concur', 'Technical: Vantive, Clarify'] Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis ['2006']","Machine Learning (ML) Engineer  Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",0.85
"['DBMS', 'RDBMS', 'Software Developer', 'Software Engineer', 'Java', 'SAS', 'SQL', 'Business Intelligence', 'Learning Algorithm', 'Machine Learning', 'Python'] Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation ['2021']","Asst. Manager/ Manger (Administrative) •Administration
•Health Safety and Environment
•Safety and Security Management Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation",0.716666667
"['accounts payables', 'accounts receivables', 'Accounts Payable', 'Accounts Receivable', 'administrative functions', 'trial balance', 'banking', 'budget', 'bi', 'closing', 'Computer Applications', 'Credit', 'clients', 'Customer Service', 'data entry', 'delivery', 'driving', 'email', 'insurance', 'inventory', 'ledger', 'Access', 'Excel', 'Outlook', 'PowerPoint', 'Word', 'mortgage loan', 'Enterprise', 'policies', 'QuickBooks', 'Sales', 'sales reports', 'telecommunications', 'phone', 'workflow', 'written'] iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality ['2008']","Senior iOS Engineer iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",0.75
"['Microsoft Excel expert - Pivot Tables, V-Lookups, Formulas', 'Access Database Queries & data mining', 'Proficient in Microsoft Office, MS Word, Outlook, PowerPoint', 'PeopleSoft use & knowledge - Queries & data mining', 'Oracle experience', 'SharePoint use experience', 'InfoLease for Lease and Financial Accounting & CITConnect Research', 'Internet Accounting, Finance and Tax Research - Lexis-Nexis, CCH & RIA Tax Research', 'STAT- FSI Track', 'Ultra Tax', 'IMAGE Scanner Asset Manager -10-key; Printers & Scanners; general office tools', 'QuickBooks'] Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis ['2001', 'N/A', 'N/A']","Machine Learning (ML) Engineer  Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",0.683333333
"['Data Analytics', 'Linear Regression', 'Logistic Regression', 'Business Intelligence', 'Business Analysis', 'GraphQL', 'Python'] Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation ['2020']","Mechanical Designer AutoCAD
Solidworks Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",0.35
"['Machine Learning', 'Data Analytics', 'Project Management', 'Software Development', 'Agile Methodology', 'Business Growth'] Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation ['2018']","Mechanical Designer AutoCAD
Solidworks Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",0.55
"['Machine Learning', 'Cloud Architecture', 'Conversational AI', 'Natural Language Processing', 'Transformers', 'HuggingFace', 'RNN', 'LSTM', 'GRU'] Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting ['2020']","Full Stack Developer (Python,React js)  Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",0.716666667
"['Software Development', 'Application Programming', 'System Analysis', 'Technical Architecture', 'Requirement Gathering', 'Client Management', 'Server Management', 'Data Science', 'Machine Learning', 'Python', 'AWS', 'MySQL', 'NoSQL', 'NLP'] Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis ['2019']","Machine Learning (ML) Engineer  Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",0.85
"['Python', 'MySQL', 'Natural Language Processing', 'Machine Learning', 'Neural Networks', 'Flask', 'Docker', 'GIT', 'BERT', 'LSTM', 'RNN', 'Deep Learning', 'AWS', 'Tensorflow', 'Keras', 'PyTorch', 'Numpy', 'Pandas', 'Glove', 'Lucene', 'Linux', 'Devops', 'Spacy', 'GPU', 'Data Science'] Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support ['2019']","Management Trainee - Mechanical Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",0.65
"['Testing', 'Troubleshooting', 'Embedded Hardware & Software', 'Microprocessors', 'Computer systems', 'Hardware & Software design', 'Digital signal processing', 'Analog and Digital Filter design', 'Reading Circuit Schematics', 'Circuit Design and Analysis', 'Digital logic', 'Soldering', 'Project management', 'Electronics', 'Low and High voltage devices', 'Low voltage power consumption', 'Power Systems Analysis', 'Active Noise Cancelling (ANC)', 'Research and Development', 'Solar PV systems Design', 'NationalElectric Code (NEC)', 'Engineering Ethics', 'Failure Analysis', 'Logistics', 'Oscilloscope', 'Logic analyzer', 'Multimeters', 'MS Visual Studio', 'MS Office', 'MAC OS', 'Matlab', 'Simulink', 'Mathcad', 'Verilog', 'Orcad', 'PSPICE', 'SolidWorks', 'AutoCAD', 'Inventor', 'PowerWorld', 'ETAP', 'HelioScope', 'C++', 'C#', 'C languages'] Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks ['August 2015', 'April 2014']","Executive - VAT VAT and Tax Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",0.41
"['QA Engineering software expertise - Design, Estimate, Execute, Maintain and Document.', 'Technical communication skills - Bug Triage, reporting, technical reviews, Root cause analysis', 'Automation tools - Design and Implement', 'Collaborating with stakeholders - Roadmap, Managing releases, Demos, Risk mitigation planning', 'Test Methodologies: Regression Testing, Black box testing, Sanity testing, boundary analysis, requirement analysis (Static testing), Performance Testing, system integration testing, functional testing, manual testing.', 'Test Artifacts: Test Estimation, Test plan, Test coverage, Traceability matrix, bug tracking, automation design, Test scenario engineering', 'Programming Tools: Python, Katalon studio, XLS data input, UNIX Shell/PERL scripting, Groovy, REST, JSON, XML, ISO 8583, EMV tags, TCP, HTTP, POSTMAN, curl-siege, Jmeter, COBOL, JCL, CICS, Postman', 'Operating Systems: Unix-AIX, Unix-Solaris, Linux, Windows, IBM-AIX', 'Virtual Systems: VMWare, VSphere, Proxmox', 'Payment terminals: VeriFone, Ingenico, Equinox, PAX and Innowi, Key Management, KPI, DUKPT, Key Injection, KEK', 'Version Control Tools: Git-bash, Git-stash, Git-lab, TorquiseSVN, SourceTree, VSS', 'Database and Tools: Oracle 11g, Oracle 12c, PostgreSQL, MongoDB, PGAdmin 4, SQL Developer, SQL management studio, Toad, DB2', 'Project Management: Confluence, Jira, Microsoft Office Suite, Bugzilla, redmine, HP Quality center', 'Project Management Methodologies: Agile, Scrum, Waterfall, Iterative', 'Talent Management tools: HireRight, iCIMS', 'POS Systems: Micros, Restaurant Manager, Symphony, positouch, broadPOS', 'EMV Systems : BTT (UL), ICCVerify, VCMS, VTS, Astrex, Discover RCT, ATS, MAS, MDFS, ACI-Interchange, ACI-PRM, ACI- ADM, TSYS CertifyNow, FirstData CertPro and more'] Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration ['2005', '2002']","Project Coordinator (Civil) Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",0.573333333
"['accounting', 'balance sheet', 'budgets', 'client', 'clients', 'derivatives', 'drafting', 'equity', 'financial', 'financial accounting', 'financial statements', 'fixed assets', 'Funds', 'Government', 'Information Technology', 'inventory', 'investments', 'ledger', 'MA', 'Microsoft Excel', 'natural', 'page', 'payables', 'processes', 'programming', 'Real Estate', 'research', 'sales', 'scheme', 'telephone', 'writing skills'] Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




 ['2007']","Site Engineer AutoCAD
Communication and negotiation skills
Internet
MS Office Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",0.35
